apprehension_date,Apprehension Method
8/29/16,Located
8/29/16,Non-Custodial Arrest
8/29/16,CAP State Incarceration
8/29/16,Located
8/29/16,CAP Local Incarceration
8/29/16,Located
8/29/16,CAP Local Incarceration
8/29/16,CAP State Incarceration
8/29/16,CAP State Incarceration
8/29/16,CAP State Incarceration
8/29/16,Located
8/29/16,287(g) Program
8/29/16,Probation and Parole
8/29/16,Non-Custodial Arrest
8/29/16,Non-Custodial Arrest
8/29/16,Located
8/29/16,CAP State Incarceration
8/29/16,Located
8/29/16,Probation and Parole
8/29/16,CAP Local Incarceration
8/29/16,287(g) Program
8/29/16,CAP Federal Incarceration
8/29/16,Located
8/29/16,287(g) Program
8/29/16,CAP State Incarceration
8/29/16,Located
8/29/16,CAP Federal Incarceration
8/29/16,287(g) Program
8/29/16,Non-Custodial Arrest
8/29/16,CAP State Incarceration
8/29/16,CAP Local Incarceration
8/29/16,Located
8/29/16,Non-Custodial Arrest
8/29/16,Probation and Parole
8/29/16,CAP Local Incarceration
8/29/16,287(g) Program
8/29/16,CAP Local Incarceration
8/29/16,Located
8/29/16,CAP Local Incarceration
8/29/16,CAP Federal Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP Federal Incarceration
8/29/16,Non-Custodial Arrest
8/29/16,Located
8/29/16,CAP Local Incarceration
8/29/16,Other Agency (turned over to INS)
8/29/16,Probation and Parole
8/29/16,Non-Custodial Arrest
8/29/16,Located
8/29/16,CAP Local Incarceration
8/29/16,CAP State Incarceration
8/29/16,CAP Local Incarceration
8/29/16,ERO Reprocessed Arrest
8/29/16,CAP Local Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP Local Incarceration
8/29/16,Law Enforcement Agency Response Unit
8/29/16,287(g) Program
8/29/16,Non-Custodial Arrest
8/29/16,CAP State Incarceration
8/29/16,Non-Custodial Arrest
8/29/16,CAP Local Incarceration
8/29/16,CAP Federal Incarceration
8/29/16,287(g) Program
8/29/16,CAP Local Incarceration
8/29/16,Located
8/29/16,CAP Local Incarceration
8/29/16,Located
8/29/16,Non-Custodial Arrest
8/29/16,Located
8/29/16,CAP Federal Incarceration
8/29/16,Non-Custodial Arrest
8/29/16,CAP State Incarceration
8/29/16,CAP State Incarceration
8/29/16,Non-Custodial Arrest
8/29/16,CAP Local Incarceration
8/29/16,Probation and Parole
8/29/16,CAP State Incarceration
8/29/16,Located
8/29/16,CAP Federal Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP Local Incarceration
8/29/16,Non-Custodial Arrest
8/29/16,CAP Local Incarceration
8/29/16,CAP Federal Incarceration
8/29/16,Non-Custodial Arrest
8/29/16,CAP Federal Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP Local Incarceration
8/29/16,Located
8/29/16,Non-Custodial Arrest
8/29/16,CAP Local Incarceration
8/29/16,CAP Federal Incarceration
8/29/16,Located
8/29/16,Probation and Parole
8/29/16,CAP Local Incarceration
8/29/16,Probation and Parole
8/29/16,CAP Local Incarceration
8/29/16,Located
8/29/16,Located
8/29/16,CAP Federal Incarceration
8/29/16,CAP Local Incarceration
8/29/16,Located
8/29/16,Located
8/29/16,CAP Federal Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP Local Incarceration
8/29/16,Non-Custodial Arrest
8/29/16,CAP Local Incarceration
8/29/16,Non-Custodial Arrest
8/29/16,CAP Local Incarceration
8/29/16,Non-Custodial Arrest
8/29/16,CAP Federal Incarceration
8/29/16,CAP Local Incarceration
8/29/16,ERO Reprocessed Arrest
8/29/16,CAP Federal Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP Local Incarceration
8/29/16,Located
8/29/16,CAP Federal Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP Local Incarceration
8/29/16,Located
8/29/16,CAP Local Incarceration
8/29/16,CAP Local Incarceration
8/29/16,Located
8/29/16,Non-Custodial Arrest
8/29/16,Located
8/29/16,CAP Federal Incarceration
8/29/16,CAP Local Incarceration
8/29/16,Probation and Parole
8/29/16,Located
8/29/16,Non-Custodial Arrest
8/29/16,CAP Federal Incarceration
8/29/16,CAP Federal Incarceration
8/29/16,Non-Custodial Arrest
8/29/16,CAP Local Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP Local Incarceration
8/29/16,Located
8/29/16,Located
8/29/16,CAP State Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP State Incarceration
8/29/16,CAP Federal Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP State Incarceration
8/29/16,Non-Custodial Arrest
8/29/16,CAP Local Incarceration
8/29/16,Located
8/29/16,CAP Local Incarceration
8/29/16,Non-Custodial Arrest
8/29/16,CAP State Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP State Incarceration
8/29/16,Non-Custodial Arrest
8/29/16,Located
8/29/16,Located
8/29/16,ERO Reprocessed Arrest
8/29/16,CAP State Incarceration
8/29/16,CAP Local Incarceration
8/29/16,Located
8/29/16,CAP Local Incarceration
8/29/16,CAP Federal Incarceration
8/29/16,CAP Local Incarceration
8/29/16,Transportation Check Bus
8/29/16,CAP Federal Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP Federal Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP State Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP Federal Incarceration
8/29/16,Located
8/29/16,287(g) Program
8/29/16,CAP Federal Incarceration
8/29/16,Located
8/29/16,CAP Federal Incarceration
8/29/16,CAP State Incarceration
8/29/16,CAP Federal Incarceration
8/29/16,CAP State Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP State Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP Federal Incarceration
8/29/16,CAP State Incarceration
8/29/16,Non-Custodial Arrest
8/29/16,CAP Local Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP Local Incarceration
8/29/16,Non-Custodial Arrest
8/29/16,Non-Custodial Arrest
8/29/16,CAP Local Incarceration
8/29/16,Located
8/29/16,Located
8/29/16,Non-Custodial Arrest
8/29/16,CAP State Incarceration
8/29/16,CAP State Incarceration
8/29/16,CAP Local Incarceration
8/29/16,Located
8/29/16,CAP State Incarceration
8/29/16,CAP State Incarceration
8/29/16,Non-Custodial Arrest
8/29/16,CAP Local Incarceration
8/29/16,CAP Federal Incarceration
8/29/16,ERO Reprocessed Arrest
8/29/16,CAP Local Incarceration
8/29/16,287(g) Program
8/29/16,CAP State Incarceration
8/29/16,CAP Federal Incarceration
8/29/16,CAP Federal Incarceration
8/29/16,CAP Federal Incarceration
8/29/16,Located
8/29/16,CAP Federal Incarceration
8/29/16,Non-Custodial Arrest
8/29/16,CAP Federal Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP Federal Incarceration
8/29/16,CAP Federal Incarceration
8/29/16,ERO Reprocessed Arrest
8/29/16,CAP Local Incarceration
8/29/16,CAP Local Incarceration
8/29/16,Non-Custodial Arrest
8/29/16,Other efforts
8/29/16,CAP Local Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP State Incarceration
8/29/16,Other efforts
8/29/16,CAP Federal Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP State Incarceration
8/29/16,ERO Reprocessed Arrest
8/29/16,Located
8/29/16,ERO Reprocessed Arrest
8/29/16,CAP Federal Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP Federal Incarceration
8/29/16,ERO Reprocessed Arrest
8/29/16,Located
8/29/16,CAP Federal Incarceration
8/29/16,CAP Local Incarceration
8/29/16,Law Enforcement Agency Response Unit
8/29/16,Located
8/29/16,CAP Federal Incarceration
8/29/16,CAP Local Incarceration
8/29/16,Located
8/29/16,CAP Local Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP State Incarceration
8/29/16,CAP State Incarceration
8/29/16,CAP Federal Incarceration
8/29/16,Probation and Parole
8/29/16,Located
8/29/16,Non-Custodial Arrest
8/29/16,CAP Federal Incarceration
8/29/16,Non-Custodial Arrest
8/29/16,Probation and Parole
8/29/16,ERO Reprocessed Arrest
8/29/16,CAP Local Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP State Incarceration
8/29/16,CAP State Incarceration
8/29/16,CAP State Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP State Incarceration
8/29/16,CAP State Incarceration
8/29/16,287(g) Program
8/29/16,Located
8/29/16,Located
8/29/16,ERO Reprocessed Arrest
8/29/16,Located
8/29/16,ERO Reprocessed Arrest
8/29/16,Other Task Force
8/29/16,CAP State Incarceration
8/29/16,CAP State Incarceration
8/29/16,CAP State Incarceration
8/29/16,Non-Custodial Arrest
8/29/16,CAP Local Incarceration
8/29/16,CAP Federal Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP Federal Incarceration
8/29/16,Non-Custodial Arrest
8/29/16,CAP Local Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP State Incarceration
8/29/16,CAP Local Incarceration
8/29/16,Non-Custodial Arrest
8/29/16,CAP State Incarceration
8/29/16,Probation and Parole
8/29/16,CAP Federal Incarceration
8/29/16,CAP Federal Incarceration
8/29/16,ERO Reprocessed Arrest
8/29/16,CAP Federal Incarceration
8/29/16,CAP Federal Incarceration
8/29/16,CAP State Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP Local Incarceration
8/29/16,287(g) Program
8/29/16,CAP Federal Incarceration
8/29/16,ERO Reprocessed Arrest
8/29/16,287(g) Program
8/29/16,Located
8/29/16,Located
8/29/16,CAP Local Incarceration
8/29/16,CAP State Incarceration
8/29/16,CAP Local Incarceration
8/29/16,Non-Custodial Arrest
8/29/16,CAP Local Incarceration
8/29/16,CAP Local Incarceration
8/29/16,CAP Federal Incarceration
8/29/16,287(g) Program
8/29/16,287(g) Program
8/29/16,CAP Local Incarceration
8/29/16,Located
8/29/16,Non-Custodial Arrest
8/28/16,CAP Local Incarceration
8/28/16,CAP Local Incarceration
8/28/16,Located
8/28/16,CAP Federal Incarceration
8/28/16,CAP Local Incarceration
8/28/16,Non-Custodial Arrest
8/28/16,CAP State Incarceration
8/28/16,CAP Local Incarceration
8/28/16,CAP Federal Incarceration
8/28/16,CAP Local Incarceration
8/28/16,CAP Local Incarceration
8/28/16,CAP Local Incarceration
8/28/16,287(g) Program
8/28/16,Non-Custodial Arrest
8/28/16,CAP Local Incarceration
8/28/16,287(g) Program
8/28/16,Non-Custodial Arrest
8/28/16,CAP Local Incarceration
8/28/16,CAP Local Incarceration
8/28/16,CAP Local Incarceration
8/28/16,CAP Local Incarceration
8/28/16,287(g) Program
8/28/16,CAP Local Incarceration
8/28/16,287(g) Program
8/28/16,CAP Federal Incarceration
8/28/16,ERO Reprocessed Arrest
8/28/16,CAP State Incarceration
8/28/16,CAP Federal Incarceration
8/28/16,CAP Local Incarceration
8/28/16,CAP Local Incarceration
8/28/16,CAP Local Incarceration
8/28/16,287(g) Program
8/28/16,CAP Local Incarceration
8/28/16,ERO Reprocessed Arrest
8/28/16,CAP Local Incarceration
8/28/16,CAP Local Incarceration
8/28/16,CAP Local Incarceration
8/28/16,CAP Local Incarceration
8/28/16,CAP Local Incarceration
8/28/16,287(g) Program
8/28/16,CAP Local Incarceration
8/28/16,CAP Local Incarceration
8/28/16,CAP Local Incarceration
8/28/16,287(g) Program
8/28/16,CAP Local Incarceration
8/28/16,ERO Reprocessed Arrest
8/28/16,CAP Federal Incarceration
8/28/16,CAP Local Incarceration
8/28/16,Non-Custodial Arrest
8/28/16,CAP Local Incarceration
8/27/16,CAP Local Incarceration
8/27/16,CAP Local Incarceration
8/27/16,ERO Reprocessed Arrest
8/27/16,CAP Federal Incarceration
8/27/16,CAP Local Incarceration
8/27/16,CAP Local Incarceration
8/27/16,CAP Local Incarceration
8/27/16,CAP Local Incarceration
8/27/16,ERO Reprocessed Arrest
8/27/16,ERO Reprocessed Arrest
8/27/16,CAP Local Incarceration
8/27/16,CAP Local Incarceration
8/27/16,CAP Local Incarceration
8/27/16,Located
8/27/16,CAP Local Incarceration
8/27/16,CAP State Incarceration
8/27/16,287(g) Program
8/27/16,ERO Reprocessed Arrest
8/27/16,CAP Local Incarceration
8/27/16,ERO Reprocessed Arrest
8/27/16,CAP Local Incarceration
8/27/16,CAP State Incarceration
8/27/16,CAP Local Incarceration
8/27/16,287(g) Program
8/27/16,ERO Reprocessed Arrest
8/27/16,Non-Custodial Arrest
8/27/16,CAP Local Incarceration
8/27/16,CAP Local Incarceration
8/27/16,CAP Local Incarceration
8/27/16,CAP Local Incarceration
8/27/16,CAP Local Incarceration
8/27/16,287(g) Program
8/27/16,CAP Federal Incarceration
8/27/16,CAP Federal Incarceration
8/27/16,287(g) Program
8/27/16,CAP Local Incarceration
8/27/16,CAP Local Incarceration
8/27/16,CAP Local Incarceration
8/27/16,CAP Local Incarceration
8/27/16,CAP Local Incarceration
8/27/16,ERO Reprocessed Arrest
8/27/16,287(g) Program
8/27/16,CAP Local Incarceration
8/27/16,Located
8/27/16,Located
8/27/16,CAP Local Incarceration
8/27/16,CAP Local Incarceration
8/27/16,CAP Local Incarceration
8/27/16,CAP Local Incarceration
8/27/16,CAP Local Incarceration
8/27/16,CAP Local Incarceration
8/27/16,CAP Local Incarceration
8/26/16,Non-Custodial Arrest
8/26/16,CAP Federal Incarceration
8/26/16,CAP State Incarceration
8/26/16,Located
8/26/16,Non-Custodial Arrest
8/26/16,CAP State Incarceration
8/26/16,Located
8/26/16,CAP Federal Incarceration
8/26/16,CAP Local Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,CAP Local Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,Located
8/26/16,CAP Local Incarceration
8/26/16,Located
8/26/16,CAP State Incarceration
8/26/16,Located
8/26/16,CAP Federal Incarceration
8/26/16,Non-Custodial Arrest
8/26/16,CAP Local Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,Located
8/26/16,CAP Local Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,CAP Local Incarceration
8/26/16,CAP State Incarceration
8/26/16,Located
8/26/16,Other efforts
8/26/16,CAP Local Incarceration
8/26/16,Located
8/26/16,CAP Local Incarceration
8/26/16,CAP Local Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,CAP State Incarceration
8/26/16,CAP State Incarceration
8/26/16,Located
8/26/16,287(g) Program
8/26/16,CAP Local Incarceration
8/26/16,CAP Local Incarceration
8/26/16,CAP Local Incarceration
8/26/16,CAP State Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,CAP Local Incarceration
8/26/16,Located
8/26/16,CAP State Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,CAP State Incarceration
8/26/16,CAP Local Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,Non-Custodial Arrest
8/26/16,Non-Custodial Arrest
8/26/16,CAP Local Incarceration
8/26/16,CAP State Incarceration
8/26/16,Located
8/26/16,ERO Reprocessed Arrest
8/26/16,ERO Reprocessed Arrest
8/26/16,CAP Local Incarceration
8/26/16,CAP State Incarceration
8/26/16,CAP Local Incarceration
8/26/16,CAP Local Incarceration
8/26/16,Located
8/26/16,CAP State Incarceration
8/26/16,287(g) Program
8/26/16,CAP Federal Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,CAP Local Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,CAP Local Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,Non-Custodial Arrest
8/26/16,CAP State Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,CAP Local Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,Located
8/26/16,CAP Federal Incarceration
8/26/16,CAP Local Incarceration
8/26/16,Non-Custodial Arrest
8/26/16,Non-Custodial Arrest
8/26/16,CAP Federal Incarceration
8/26/16,Non-Custodial Arrest
8/26/16,CAP State Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,Located
8/26/16,CAP Local Incarceration
8/26/16,Located
8/26/16,287(g) Program
8/26/16,CAP Federal Incarceration
8/26/16,Non-Custodial Arrest
8/26/16,CAP Federal Incarceration
8/26/16,Non-Custodial Arrest
8/26/16,Located
8/26/16,CAP Local Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,CAP Local Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,CAP State Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,Non-Custodial Arrest
8/26/16,CAP Federal Incarceration
8/26/16,CAP Local Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,CAP Local Incarceration
8/26/16,Located
8/26/16,CAP Federal Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,Located
8/26/16,ERO Reprocessed Arrest
8/26/16,CAP Federal Incarceration
8/26/16,Non-Custodial Arrest
8/26/16,ERO Reprocessed Arrest
8/26/16,Located
8/26/16,CAP State Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,CAP Local Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,CAP Local Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,CAP Local Incarceration
8/26/16,Probation and Parole
8/26/16,CAP Federal Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,CAP Local Incarceration
8/26/16,CAP Local Incarceration
8/26/16,CAP State Incarceration
8/26/16,Non-Custodial Arrest
8/26/16,Located
8/26/16,CAP State Incarceration
8/26/16,Located
8/26/16,CAP Local Incarceration
8/26/16,Non-Custodial Arrest
8/26/16,CAP State Incarceration
8/26/16,Located
8/26/16,CAP Federal Incarceration
8/26/16,Located
8/26/16,CAP Local Incarceration
8/26/16,CAP State Incarceration
8/26/16,CAP Local Incarceration
8/26/16,CAP Local Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,Probation and Parole
8/26/16,CAP Federal Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,CAP Local Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,287(g) Program
8/26/16,Located
8/26/16,CAP Local Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,CAP Local Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,Non-Custodial Arrest
8/26/16,CAP Federal Incarceration
8/26/16,CAP Local Incarceration
8/26/16,CAP State Incarceration
8/26/16,Located
8/26/16,CAP State Incarceration
8/26/16,CAP Local Incarceration
8/26/16,ERO Reprocessed Arrest
8/26/16,CAP Federal Incarceration
8/26/16,Located
8/26/16,CAP Local Incarceration
8/26/16,CAP Local Incarceration
8/26/16,Located
8/26/16,CAP Federal Incarceration
8/26/16,CAP Local Incarceration
8/26/16,CAP Local Incarceration
8/26/16,CAP Federal Incarceration
8/26/16,Non-Custodial Arrest
8/26/16,CAP Local Incarceration
8/26/16,CAP Local Incarceration
8/26/16,Located
